loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
21000,21000,21000,2,13.99,488.53,3,14,475,2,3,52000,2,1,2,2,4,208,31,14.47,0,128,680,684,1,NA,NA,5,0,20374,87.4,15,2,0,0,27285.80786,27285.81,21000,6285.81,0,0,0,6,12548.3,1,26,699,695,0,NA,1,1,NA,NA,1,0,0,372407,1,1,1,1,5,352033,NA,0,0,9358,87,23300,1,0,2,1,74481,2926,87.4,0,0,76,131,85,5,0,85,NA,0,NA,0,3,3,4,4,11,4,4,3,5,0,0,0,1,100,75,0,0,370357,372407,23300,347057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
27500,27500,27500,2,14.85,652.06,3,15,328,4,1,195000,1,1,2,9,11,282,16,6.79,0,150,700,704,0,NA,NA,14,0,34974,50.9,19,2,0,0,29753.17,29753.17,27500,2253.17,0,0,0,4,25897.53,1,17,734,730,0,NA,1,1,NA,NA,1,0,0,267500,1,1,0,1,21,10003,76,1,3,12056,55,68700,0,0,0,4,19107,23969,56.8,0,0,21,173,3,3,1,3,NA,NA,NA,0,6,10,7,9,1,12,17,10,14,0,0,0,1,100,57.1,0,0,325100,44977,55500,13200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
7200,7200,7200,1,11.48,237.36,2,10,303,4,1,72500,3,1,2,4,7,137,10,8.47,0,50,725,729,1,NA,NA,5,0,5449,35.2,7,2,0,0,8253.861926,8253.86,7200,1053.86,0,0,0,37,3755.5,1,13,739,735,0,NA,1,1,NA,NA,1,0,0,147791,2,1,0,1,23,14807,66,3,3,2445,53,15500,1,0,2,4,29558,10051,35.2,0,0,111,7,2,2,2,2,NA,0,NA,0,3,3,3,3,2,3,3,3,5,0,0,0,3,100,0,0,0,189950,20256,15500,22450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,14.85,691.84,3,15,251,9,3,110000,1,1,2,2,4,254,12,12.45,0,183,690,694,0,NA,NA,8,0,21374,84.5,12,2,0,0,24889.01336,24889.01,20000,4889.01,0,0,0,9,1407.7,1,9,694,690,0,NA,1,1,NA,NA,1,0,0,37491,0,1,1,1,10,16016,80,0,1,14981,82,25300,1,0,1,3,5356,523,97.6,0,0,10,102,16,10,0,16,NA,9,NA,0,3,4,3,5,1,6,10,4,8,0,0,0,1,100,100,0,0,45509,37491,21500,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,15.77,700.88,4,16,111,8,3,70000,1,1,2,5,6,157,9,22.21,0,152,680,684,0,38,NA,24,0,19077,36.6,63,2,0,0,21780.58678,21780.59,20000,1780.59,0,0,0,7,2815.6,1,26,659,655,0,38,1,1,NA,NA,1,0,264,63456,2,3,0,0,47,44379,84,6,9,2957,61,52100,0,0,3,9,2759,12279,48,0,0,131,137,2,2,1,2,NA,9,NA,5,8,17,9,9,39,21,23,17,24,0,0,0,6,92.1,0,0,0,104696,63456,23600,52596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,2,17.97,253.78,4,19,202,5,1,55000,1,1,1,2,4,314,5,35.7,0,20,685,689,0,NA,NA,14,0,38623,78,28,2,0,0,5558.2,5558.2,2687.15,2871.05,0,0,0,31,253.78,1,12,524,520,0,NA,1,1,NA,NA,1,0,0,288087,2,2,2,2,6,32895,94,1,1,6742,85,49500,0,3,3,4,20578,287,97.4,0,0,106,176,7,6,6,51,NA,6,NA,0,3,9,3,4,6,11,16,9,14,0,0,0,4,100,100,0,0,302401,71518,11000,34953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,9.8,643.47,2,8,328,8,3,75000,1,1,2,3,5,381,43,23.45,0,220,725,729,0,70,NA,14,0,7558,9.6,26,2,0,0,21918.8165,21918.82,20000,1918.82,0,0,0,24,13580.93,1,26,799,795,0,70,1,1,NA,NA,1,0,0,40090,2,2,2,3,8,32532,84,3,5,1600,34,78900,0,2,0,8,2864,48533,5.9,0,0,159,283,4,4,1,4,NA,19,NA,2,5,10,7,8,11,12,13,10,14,0,0,0,5,92.3,0,0,0,117477,40090,51600,38577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8650,8650,8650,1,5.32,260.5,1,1,44,2,1,1.00E+05,1,1,2,2,4,217,13,7.28,0,150,750,754,0,NA,NA,15,0,7158,26.7,24,2,0,0,9263.849333,9263.85,8650,613.85,0,0,0,8,2.08,1,31,774,770,0,NA,1,1,NA,NA,1,0,0,165450,0,1,1,1,11,24041,89,0,3,3081,58,26800,1,0,5,5,13788,11142,39.1,0,0,73,173,16,11,1,20,NA,11,NA,0,3,3,9,10,5,13,18,3,15,0,0,0,1,100,0,0,0,191618,31199,18300,27078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
21000,21000,21000,2,13.44,482.56,3,13,600,5,3,54649,2,1,2,3,5,296,39,12.14,0,281,670,674,0,NA,48,9,1,1581,26.8,44,2,0,0,24473.22762,24473.23,21000,3473.23,0,0,0,28,17274.03,1,26,719,715,0,NA,1,1,NA,NA,1,0,0,51489,0,7,0,2,14,49908,97,0,1,1097,89,5900,1,3,1,3,5721,4319,26.8,0,0,186,194,17,14,2,17,NA,0,NA,0,2,2,2,14,25,2,17,2,9,0,0,0,0,100,50,1,0,57564,51489,5900,51664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
7200,7200,7200,1,15.77,252.32,4,16,56,2,3,55000,1,1,2,3,1,62,30,17.35,0,181,680,684,0,59,74,24,1,5938,69,43,2,0,0,8894.319824,8894.32,7200,1694.32,0,0,0,25,2602.09,1,12,689,685,0,NA,1,1,NA,NA,1,0,0,275831,1,18,3,9,5,269893,110,0,3,3234,108,8600,4,0,9,12,11493,1521,77.3,0,0,111,126,15,5,0,15,NA,5,NA,0,2,3,4,5,35,6,8,3,24,0,0,0,3,97.7,50,0,1,255047,275831,6700,246447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8800,8800,8800,1,9.8,283.13,2,8,501,4,1,92000,2,1,2,2,4,232,19,5.18,0,258,665,669,1,45,NA,9,0,9195,76.6,24,2,0,0,9852.877877,9852.88,8800,1052.88,0,0,0,5,4768.52,1,5,709,705,0,NA,1,1,NA,NA,1,0,0,105650,1,1,0,0,35,921,15,2,5,3818,56,12000,0,2,3,8,11739,445,94.8,0,0,102,169,6,6,2,9,45,6,45,0,3,5,3,11,6,6,15,5,9,0,0,0,2,87.5,100,0,0,116292,10116,8500,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2500,2500,2500,1,17.27,89.47,4,18,600,4,1,50000,3,1,2,9,11,156,9,17.6,3,124,670,674,4,6,NA,7,0,732,31.1,22,2,0,0,3213.299411,3213.3,2500,713.3,0,0,0,32,266.79,1,13,669,665,0,18,1,1,NA,NA,1,0,0,197169,3,3,2,4,2,196437,95,1,2,48,87,2500,6,3,5,6,28167,652,6.9,0,0,149,179,3,2,0,3,NA,0,6,3,1,4,1,1,14,4,8,4,7,0,0,1,3,68.4,0,0,0,196429,197169,700,193929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
11000,11000,11000,1,9.17,350.67,2,7,424,4,1,69000,1,1,2,2,4,208,31,21.34,0,311,680,684,1,52,NA,9,0,8137,84.8,18,2,0,0,12610.02875,12610.03,11000,1610.03,0,0,0,16,350.59,1,9,704,700,0,NA,1,1,NA,NA,1,0,0,205780,0,3,0,3,17,25792,63,0,2,4361,67,9600,2,1,1,5,22864,463,94.6,0,0,127,135,13,13,2,13,NA,1,NA,0,4,4,4,5,8,5,8,4,9,0,0,0,0,94.4,75,0,0,231864,33929,8600,41107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,12.88,336.37,3,12,127,7,1,91392,1,1,2,5,6,268,21,9.44,0,312,710,714,0,NA,NA,13,0,6959,41.7,33,1,0,0,11316.89019,11316.89,10000,1316.89,0,0,0,24,6961.97,1,9,594,590,0,NA,1,1,NA,NA,1,0,0,304514,2,4,1,4,6,66773,88,1,1,2180,71,16700,0,0,3,7,23424,433,90.2,0,0,104,111,9,6,3,9,NA,8,NA,0,3,5,3,6,19,7,11,5,13,0,0,0,3,100,100,0,0,321380,73732,4400,68648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
28000,28000,28000,2,18.49,718.51,4,20,210,4,1,75000,3,1,2,3,5,220,13,31.88,0,284,685,689,0,NA,NA,27,0,43413,51.9,46,2,0,0,39607.45188,39607.45,28000,11607.45,0,0,0,35,16687.04,1,26,694,690,0,NA,1,1,NA,NA,1,0,0,193745,1,2,0,2,22,13889,44,2,6,7213,50,83600,1,0,0,8,7176,23476,59.9,0,0,143,158,4,4,2,10,NA,16,NA,0,14,20,14,18,9,24,34,20,27,0,0,0,2,100,50,0,0,267312,57302,58500,31758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
35000,35000,35000,2,11.99,778.38,3,11,244,4,1,128000,2,1,2,4,7,86,7,6.46,0,90,685,689,0,46,NA,17,0,14277,27.4,46,2,0,0,44358.9107,44358.91,35000,9358.91,0,0,0,9,17952.27,1,26,724,720,0,56,1,1,NA,NA,1,0,321,146867,1,11,0,0,28,35367,49,0,1,5020,40,52200,1,4,0,3,8639,17248,35.6,0,0,206,310,19,3,5,99,46,15,46,1,3,4,3,6,26,5,11,4,17,0,0,0,1,91.3,33.3,0,0,220950,49644,26800,71700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
7200,7200,7200,1,9.17,229.53,2,7,550,4,1,50000,1,1,2,3,5,5,17,19.25,0,36,675,679,0,70,NA,13,0,9051,47.6,25,2,0,0,7598.05,7598.05,7200,398.05,0,0,0,4,6206.89,1,26,634,630,0,NA,1,1,NA,NA,1,0,0,218695,0,2,0,2,14,18276,74,2,4,3281,63,19000,1,3,2,8,19881,9949,47.6,0,0,120,137,11,9,3,11,NA,10,NA,0,6,6,8,13,7,9,14,6,13,0,0,0,3,96,37.5,0,0,236795,27327,19000,24744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,7.91,312.95,1,5,600,5,3,40100,1,1,2,2,4,213,31,10.81,0,280,680,684,1,NA,NA,4,0,6664,45,7,2,0,0,11255.15466,11255.15,10000,1255.15,0,0,0,16,312.89,1,26,699,695,0,NA,1,1,NA,NA,1,0,1036,27354,1,1,0,0,76,20690,101,1,2,5037,78,14800,0,0,1,2,6839,6420,50.6,0,0,124,206,1,1,0,24,NA,1,NA,0,2,3,2,2,3,3,4,3,4,0,0,0,1,100,0,0,0,35247,27354,13000,20447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
16000,16000,16000,2,13.44,367.67,3,13,348,3,3,42000,1,1,1,2,4,9,17,9.6,0,21,670,674,0,NA,NA,29,0,11834,44.8,48,2,0,0,4382.17,4382.17,2406.29,1975.88,0,0,0,14,367.67,1,27,499,0,0,NA,1,1,NA,NA,1,0,0,83690,0,15,0,0,52,71856,118,0,1,1846,96,26400,0,0,0,1,2886,14203,40.6,0,0,164,120,16,16,0,16,NA,NA,NA,0,7,8,13,20,25,14,23,8,29,0,0,0,0,97.9,30.8,0,0,87509,83690,23900,61109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
21875,21875,21875,1,11.99,726.46,3,11,649,2,3,47590,2,1,2,2,4,166,9,17.76,0,20,700,704,0,NA,NA,9,0,24882,57.1,14,2,0,0,25851.27281,25851.27,21875,3976.27,0,0,0,25,7662.31,1,6,774,770,0,NA,1,1,NA,NA,1,0,0,40976,1,1,0,0,55,16094,49,1,2,11556,54,43600,0,1,0,2,5122,10318,70.7,0,0,140,176,6,6,0,6,NA,NA,NA,0,5,5,5,5,3,8,11,5,9,0,0,0,1,100,60,0,0,76326,40976,35200,32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
14025,14025,14025,2,18.49,359.9,4,20,19,4,1,39000,3,1,2,3,5,240,44,18,0,47,675,679,1,NA,NA,12,0,15646,74.9,21,2,0,0,16341.39079,16341.39,14025,2316.39,0,0,0,7,12764.01,1,13,694,690,0,NA,1,1,NA,NA,1,0,0,60381,1,0,0,0,91,0,NA,2,5,4879,75,20900,0,0,2,5,5032,578,93.4,0,0,138,172,2,2,3,2,NA,2,NA,0,3,11,3,3,4,11,13,11,12,0,0,0,2,100,66.7,0,0,72286,15646,8800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
35000,35000,35000,2,12.88,794.21,3,12,311,10,1,106000,2,1,1,3,5,169,1,17.36,0,21,730,734,0,NA,NA,8,0,39055,72.1,27,2,0,0,22968.61,22968.61,10323.88,7086.13,0,5558.6,1000.548,31,794.21,1,26,504,500,0,NA,1,1,NA,NA,1,0,0,299890,0,3,0,0,35,16012,43,0,0,9701,60,54200,0,4,0,0,37486,12875,67.2,0,0,135,164,38,35,4,38,NA,NA,NA,0,3,4,3,6,13,4,10,4,8,0,0,0,0,100,0,0,0,366974,55067,39200,36981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,12.88,672.73,3,12,419,4,1,145000,1,1,2,3,5,16,35,12.28,0,102,695,699,0,NA,NA,12,0,22551,80.2,21,2,0,0,24273.87839,24273.88,20000,4206.6,67.28,0,0,26,764.11,1,26,609,605,0,NA,1,1,NA,NA,1,0,0,429218,2,3,1,2,2,9935,43,2,3,4627,62,28500,1,0,6,5,39020,2822,81.6,0,0,79,142,4,2,5,27,NA,1,NA,0,4,6,5,8,5,7,11,6,12,0,0,0,3,100,75,0,0,472759,32486,13500,23259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
14000,14000,14000,2,14.85,331.96,3,15,10,5,1,60000,1,1,1,3,1,323,3,24.29,0,55,690,694,0,NA,NA,11,0,12718,73.9,24,2,0,0,7458.9,7458.9,3175.67,2770.73,16.6,1495.9,269.262,18,331.96,1,8,514,510,0,NA,1,1,NA,NA,1,0,0,70789,0,2,1,2,10,58071,99,0,1,4952,89,17200,1,0,5,3,6435,2382,84.2,0,0,76,71,23,10,0,23,NA,0,NA,0,7,7,8,8,13,9,11,8,11,0,0,0,1,100,87.5,0,0,83083,70789,15100,65883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,2,13.99,465.27,3,14,226,4,2,70000,2,1,1,3,5,92,18,16.9,0,177,680,684,0,33,NA,20,0,31200,42,35,2,0,0,15473.02,15473.02,2965.17,2592.85,0,9915,1784.7,14,465.27,1,6,624,620,0,69,1,1,NA,NA,1,0,0,34856,2,1,0,0,43,3656,37,2,3,4367,41,74200,0,1,0,3,1835,18527,44,0,0,46,174,5,5,0,6,NA,13,NA,1,6,11,9,19,2,19,32,11,20,0,0,0,2,94.3,44.4,0,0,84200,34856,33100,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,2,10,4,16,9915,55,1
4200,4200,4200,1,13.44,142.41,3,13,328,4,1,102500,1,1,2,3,5,56,30,26.21,0,123,700,704,0,NA,NA,14,0,11947,88.5,37,2,0,0,5118.759265,5118.76,4200,918.76,0,0,0,16,142.25,1,26,719,715,0,NA,1,1,NA,NA,1,0,0,197024,2,6,2,3,3,32446,54,0,4,4797,60,13500,1,9,2,8,14073,983,89.1,0,0,138,203,13,3,7,23,NA,7,NA,0,2,6,2,7,14,6,16,6,14,0,0,0,3,100,100,0,0,264272,44393,9000,60487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
19000,19000,19000,2,14.85,450.52,3,15,37,12,2,75000,1,1,2,2,4,45,30,13.09,0,176,665,669,2,63,NA,15,0,17771,63.7,34,2,0,0,21165.03735,21165.04,19000,2165.04,0,0,0,11,10797.99,1,12,779,775,0,NA,1,1,NA,NA,1,0,0,72043,2,2,0,1,13,30388,83,3,6,2724,75,27900,0,4,2,9,5146,884,88.2,1,0,151,186,1,1,3,3,NA,1,63,1,4,10,4,6,13,12,18,10,15,0,0,0,4,94.1,100,0,0,94620,48159,7500,36720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15850,15850,15850,2,23.13,448.01,6,27,295,4,2,45000,1,1,2,3,5,207,31,34.85,0,130,755,759,1,NA,NA,18,0,8799,21.3,24,1,0,0,21481.26095,21481.26,15850,5631.26,0,0,0,37,13019.99,1,12,744,740,0,NA,1,1,NA,NA,1,0,25,45025,3,2,2,3,5,36226,84,2,2,6833,53,41300,1,0,1,5,2649,12808,35.6,0,0,90,107,2,2,0,10,NA,5,NA,0,2,4,4,4,7,16,17,4,18,0,0,0,4,100,0,0,0,84300,45025,19900,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
30000,30000,30000,1,15.77,1051.31,4,16,635,5,1,175000,1,1,2,4,7,201,31,18.5,0,43,725,729,1,61,NA,9,0,21831,50.3,23,2,0,0,33903.76574,33903.77,30000,3903.77,0,0,0,7,23456.38,1,36,734,730,0,NA,1,1,NA,NA,1,0,0,408118,2,4,2,4,6,130740,84,0,1,12141,71,43400,4,3,3,7,51015,21569,50.3,0,0,118,220,16,6,3,16,NA,0,61,0,2,2,3,7,9,4,11,2,9,0,0,0,3,95.7,33.3,0,0,447599,152571,43400,146568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
1500,1500,1500,1,6.49,45.97,1,2,1,1,1,45000,1,1,2,11,12,371,11,16.11,0,63,745,749,0,39,NA,12,0,3717,21.2,37,2,0,0,1598.983365,1598.98,1500,98.98,0,0,0,2,956.75,1,26,739,735,0,NA,1,1,NA,NA,1,0,0,158643,3,2,1,2,3,14683,81,3,5,3382,52,17500,0,1,1,8,15864,8818,27.7,0,0,123,336,6,3,4,6,39,12,39,0,1,3,4,15,8,9,25,3,12,0,0,0,4,97.2,0,0,0,179105,18400,12200,18050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
25000,25000,25000,1,5.32,752.87,1,1,172,3,1,150000,1,1,2,2,4,22,42,9.54,0,94,795,799,0,NA,NA,7,0,19339,42.5,18,2,0,0,27033.11086,27033.11,25000,2033.11,0,0,0,9,752.86,1,9,784,780,0,NA,1,1,NA,NA,1,0,0,430856,1,2,0,0,28,25447,6,1,1,19339,34,45500,0,7,0,1,61551,24661,44,0,0,166,238,4,4,7,73,NA,NA,NA,0,1,1,3,3,4,4,7,1,7,0,0,0,1,100,0,0,0,512381,44786,44000,51081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20200,20200,20200,2,18.49,518.35,4,20,328,7,3,60000,2,1,1,3,5,368,4,34.84,0,180,720,724,0,NA,86,10,1,8284,40.6,16,2,0,0,9278.43,9278.43,4258.61,5019.82,0,0,0,18,518.35,1,30,564,560,0,NA,1,1,NA,NA,1,0,0,43224,0,4,2,3,7,34940,54,2,3,8284,51,20400,2,2,1,6,4322,9516,46.5,0,0,138,74,7,7,0,16,NA,9,NA,0,1,1,4,6,7,6,9,1,10,0,0,0,4,100,25,1,0,84627,43224,17800,64227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
23975,23975,23975,2,19.89,633.73,5,23,422,4,3,70000,1,1,1,2,4,101,41,33.2,0,171,685,689,1,NA,NA,10,0,44807,94.9,19,2,0,0,3928.86,3928.86,1478.13,2450.73,0,0,0,17,633.73,1,11,519,515,0,NA,1,1,NA,NA,1,0,0,57655,1,1,0,1,24,6234,30,1,1,9973,77,47200,0,0,1,2,6406,1249,97.2,0,0,24,240,4,4,3,52,NA,4,NA,0,5,7,6,7,1,8,14,7,10,0,0,0,1,100,100,0,0,74779,57655,44400,20800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15000,15000,15000,2,10.78,324.5,2,9,517,4,1,65000,1,1,2,3,5,168,1,29.28,0,47,720,724,0,NA,NA,18,0,24723,69.8,32,2,0,0,18520.2766,18520.28,15000,3520.28,0,0,0,13,2536.24,1,26,704,700,0,NA,1,1,NA,NA,1,0,0,224194,0,7,1,1,10,71557,81,1,2,8415,76,35400,0,1,1,3,12455,4286,84.9,0,0,172,171,12,10,1,12,NA,10,NA,0,6,7,7,12,14,10,17,7,18,0,0,0,2,100,71.4,0,0,256635,96280,28400,83810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,10.78,326.35,2,9,316,6,1,41600,1,1,2,3,5,221,13,15.78,0,286,695,699,0,NA,NA,18,0,12958,52.5,33,2,0,0,11289.95069,11289.95,10000,1289.95,0,0,0,18,5756.97,1,9,714,710,0,NA,1,1,NA,NA,1,0,0,168304,2,9,2,3,2,27723,94,0,2,4958,75,24700,2,4,2,5,9350,4617,66.8,0,0,134,124,16,2,2,16,NA,7,NA,0,2,5,3,4,16,8,15,5,18,0,0,0,2,100,33.3,0,0,190694,40681,13900,29512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
